,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
12,2018-06-28,LCK 2018 Summer,SK Telecom T1,Kingzone DragonX,Loss,SK Telecom T1,Kingzone DragonX,Blue,37:43,Galio,Anivia,5,3,6,3.67,353,14.7,,4,Teleport,Flash,"[""Zhonya's Hourglass"", ""Luden's Echo"", ""Rabadon's Deathcap"", 'Rod of Ages', ""Mercury's Treads"", 'EmptyIcon', 'Warding Totem']",Zhonya's Hourglass,Luden's Echo,Rabadon's Deathcap,Rod of Ages,Mercury's Treads,EmptyIcon
13,2018-06-28,LCK 2018 Summer,SK Telecom T1,Kingzone DragonX,Loss,Kingzone DragonX,SK Telecom T1,Red,32:18,Swain,Morgana,5,2,6,5.5,302,13.2,,68,Teleport,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', 'Blasting Wand', ""Sorcerer's Shoes"", 'Rod of Ages', 'Needlessly Large Rod', 'Warding Totem']",Zhonya's Hourglass,Morellonomicon,Blasting Wand,Sorcerer's Shoes,Rod of Ages,Needlessly Large Rod
14,2018-06-26,LCK 2018 Summer,SK Telecom T1,KT Rolster,Win,SK Telecom T1,KT Rolster,Blue,35:26,Aatrox,Ryze,4,0,7,11.0,367,16.0,,50,Teleport,Flash,"[""Sterak's Gage"", 'Pickaxe', 'Ninja Tabi', 'Trinity Force (0.9.25.21 - 10.22)', ""Guinsoo's Rageblade"", ""Jaurim's Fist"", 'Warding Totem']",Sterak's Gage,Pickaxe,Ninja Tabi,Trinity Force (0.9.25.21 - 10.22),Guinsoo's Rageblade,Jaurim's Fist
15,2018-06-26,LCK 2018 Summer,SK Telecom T1,KT Rolster,Win,KT Rolster,SK Telecom T1,Red,36:43,Yasuo,Zoe,11,2,2,6.5,364,18.1,,81,Cleanse,Flash,"['Stopwatch', 'Phantom Dancer', ""Berserker's Greaves"", 'Guardian Angel', 'Infinity Edge', 'The Bloodthirster', 'Warding Totem']",Stopwatch,Phantom Dancer,Berserker's Greaves,Guardian Angel,Infinity Edge,The Bloodthirster
16,2018-06-26,LCK 2018 Summer,SK Telecom T1,KT Rolster,Loss,SK Telecom T1,KT Rolster,Blue,33:07,Cassiopeia,Swain,0,2,5,2.5,301,11.4,,36,Heal,Flash,"[""Seraph's Embrace"", ""Banshee's Veil"", 'Void Staff', 'The Dark Seal', 'Control Ward', 'Needlessly Large Rod', 'Warding Totem']",Seraph's Embrace,Banshee's Veil,Void Staff,The Dark Seal,Control Ward,Needlessly Large Rod
17,2018-06-24,LCK 2018 Summer,SK Telecom T1,Jin Air Green Wings,Win,Jin Air Green Wings,SK Telecom T1,Red,46:42,Galio,Zoe,3,3,14,5.67,447,20.1,,20,Teleport,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Luden's Echo"", ""Mercury's Treads"", 'Rod of Ages', ""Rabadon's Deathcap"", 'Warding Totem']",Zhonya's Hourglass,Morellonomicon,Luden's Echo,Mercury's Treads,Rod of Ages,Rabadon's Deathcap
18,2018-06-24,LCK 2018 Summer,SK Telecom T1,Jin Air Green Wings,Win,SK Telecom T1,Jin Air Green Wings,Blue,24:52,Taliyah,Irelia,1,1,5,6.0,275,11.3,,49,Heal,Flash,"[""Luden's Echo"", 'Morellonomicon', ""Doran's Ring"", 'The Dark Seal', ""Sorcerer's Shoes"", 'Refillable Potion', 'Warding Totem']",Luden's Echo,Morellonomicon,Doran's Ring,The Dark Seal,Sorcerer's Shoes,Refillable Potion
19,2018-06-22,LCK 2018 Summer,SK Telecom T1,Griffin (Korean Team),Loss,SK Telecom T1,Griffin (Korean Team),Blue,27:40,Jax,Taric,2,4,2,1.0,243,10.0,,189,Ignite,Flash,"['Corrupting Potion', 'Ninja Tabi', 'Trinity Force (0.9.25.21 - 10.22)', ""Sterak's Gage"", 'Control Ward', 'Vampiric Scepter', 'Warding Totem']",Corrupting Potion,Ninja Tabi,Trinity Force (0.9.25.21 - 10.22),Sterak's Gage,Control Ward,Vampiric Scepter
20,2018-06-22,LCK 2018 Summer,SK Telecom T1,Griffin (Korean Team),Loss,Griffin (Korean Team),SK Telecom T1,Red,39:17,Yasuo,Lulu,5,4,5,2.5,353,16.5,,134,Ignite,Flash,"['Mercurial Scimitar', 'Phantom Dancer', ""Berserker's Greaves"", 'Infinity Edge', 'Guardian Angel', 'Control Ward', 'Warding Totem']",Mercurial Scimitar,Phantom Dancer,Berserker's Greaves,Infinity Edge,Guardian Angel,Control Ward
21,2018-06-15,LCK 2018 Summer,SK Telecom T1,Gen.G,Loss,SK Telecom T1,Gen.G,Blue,23:45,Taric,Braum,1,5,3,0.8,24,5.3,,-38,Heal,Exhaust,"[""Nomad's Medallion"", 'Refillable Potion', 'Ardent Censer', 'Boots of Swiftness', 'Crystalline Bracer', 'Control Ward', 'Oracle Lens']",Nomad's Medallion,Refillable Potion,Ardent Censer,Boots of Swiftness,Crystalline Bracer,Control Ward
22,2018-06-15,LCK 2018 Summer,SK Telecom T1,Gen.G,Loss,Gen.G,SK Telecom T1,Red,29:28,Lulu,Zoe,1,2,1,1.0,276,10.1,,5,Ignite,Flash,"['Corrupting Potion', 'Banner of Command', 'Needlessly Large Rod', ""Mercury's Treads"", ""Luden's Echo"", 'Needlessly Large Rod', 'Warding Totem']",Corrupting Potion,Banner of Command,Needlessly Large Rod,Mercury's Treads,Luden's Echo,Needlessly Large Rod
23,2018-06-13,LCK 2018 Summer,SK Telecom T1,Afreeca Freecs,Loss,SK Telecom T1,Afreeca Freecs,Blue,37:27,Darius,Vladimir,0,2,4,2.0,316,13.7,,23,Ghost,Flash,"['Guardian Angel', ""Targon's Brace"", ""Brawler's Gloves"", 'Trinity Force (0.9.25.21 - 10.22)', ""Sterak's Gage"", 'Ninja Tabi', 'Oracle Lens']",Guardian Angel,Targon's Brace,Brawler's Gloves,Trinity Force (0.9.25.21 - 10.22),Sterak's Gage,Ninja Tabi
24,2018-06-13,LCK 2018 Summer,SK Telecom T1,Afreeca Freecs,Loss,Afreeca Freecs,SK Telecom T1,Red,26:36,Yasuo,LeBlanc,0,3,0,0.0,247,8.9,,29,Barrier,Flash,"['Broken Stopwatch', ""Berserker's Greaves"", 'Refillable Potion', 'Phantom Dancer', ""Doran's Blade"", 'B. F. Sword', 'Warding Totem']",Broken Stopwatch,Berserker's Greaves,Refillable Potion,Phantom Dancer,Doran's Blade,B. F. Sword
