,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
10,2013-05-03,Champions 2013 Spring,SK Telecom T1 2,MVP Ozone,Loss,SK Telecom T1 2,MVP Ozone,Blue,20:16,Syndra,Diana,1,7,2,0.43,99,,,-30,Ignite,Flash,"[""Athene's Unholy Grail"", ""Doran's Ring"", 'Boots of Speed', 'Elixir of Fortitude', 'Stealth Ward', 'Health Potion']",Athene's Unholy Grail,Doran's Ring,Boots of Speed,Elixir of Fortitude,Stealth Ward,Health Potion
11,2013-05-03,Champions 2013 Spring,SK Telecom T1 2,MVP Ozone,Loss,MVP Ozone,SK Telecom T1 2,Red,33:24,Nidalee,Ryze,1,2,2,1.5,237,,,-12,Ignite,Flash,"[""Seraph's Embrace"", 'Void Staff', 'Sightstone', 'Blasting Wand', ""Doran's Ring"", 'Crystalline Flask']",Seraph's Embrace,Void Staff,Sightstone,Blasting Wand,Doran's Ring,Crystalline Flask
12,2013-04-24,Champions 2013 Spring,SK Telecom T1 2,KT Rolster A,Win,SK Telecom T1 2,KT Rolster A,Blue,29:04,Kha'Zix,Jayce,7,3,3,3.33,286,,,101,Ignite,Flash,"['The Bloodthirster', 'Muramana', 'The Brutalizer', 'The Brutalizer', ""Mercury's Treads"", 'EmptyIcon']",The Bloodthirster,Muramana,The Brutalizer,The Brutalizer,Mercury's Treads,EmptyIcon
13,2013-04-24,Champions 2013 Spring,SK Telecom T1 2,KT Rolster A,Win,KT Rolster A,SK Telecom T1 2,Red,42:11,Twisted Fate,Fizz,2,4,9,2.75,387,,,173,Ignite,Flash,"[""Rabadon's Deathcap"", 'Lich Bane', ""Banshee's Veil"", 'Void Staff', 'Needlessly Large Rod', ""Sorcerer's Shoes - Homeguard""]",Rabadon's Deathcap,Lich Bane,Banshee's Veil,Void Staff,Needlessly Large Rod,Sorcerer's Shoes - Homeguard
14,2013-04-17,Champions 2013 Spring,SK Telecom T1 2,MVP Blue,Win,SK Telecom T1 2,MVP Blue,Blue,38:43,Jayce,Kha'Zix,6,3,9,5.0,291,,,-11,Ignite,Flash,"['The Bloodthirster', 'Muramana', 'The Brutalizer', 'Ionian Boots of Lucidity', ""Giant's Belt"", 'Pickaxe']",The Bloodthirster,Muramana,The Brutalizer,Ionian Boots of Lucidity,Giant's Belt,Pickaxe
15,2013-04-17,Champions 2013 Spring,SK Telecom T1 2,MVP Blue,Win,MVP Blue,SK Telecom T1 2,Red,20:15,LeBlanc,Karthus,11,0,2,13.0,108,,,-4,Ignite,Flash,"['Deathfire Grasp', ""Sorcerer's Shoes - Homeguard"", 'Blasting Wand', ""Doran's Ring"", ""Doran's Ring"", 'Crystalline Flask']",Deathfire Grasp,Sorcerer's Shoes - Homeguard,Blasting Wand,Doran's Ring,Doran's Ring,Crystalline Flask
16,2013-04-12,Champions 2013 Spring,SK Telecom T1 2,NaJin Sword,Loss,NaJin Sword,SK Telecom T1 2,Red,28:49,Lux,Twisted Fate,2,6,3,0.83,201,,,-17,Ignite,Flash,"[""Athene's Unholy Grail"", 'Needlessly Large Rod', ""Sorcerer's Shoes - Homeguard"", 'Blasting Wand', 'Tear of the Goddess', 'Sight Ward']",Athene's Unholy Grail,Needlessly Large Rod,Sorcerer's Shoes - Homeguard,Blasting Wand,Tear of the Goddess,Sight Ward
17,2013-04-12,Champions 2013 Spring,SK Telecom T1 2,NaJin Sword,Win,SK Telecom T1 2,NaJin Sword,Blue,33:24,Twisted Fate,Zilean,7,3,6,4.33,293,,,75,Ignite,Flash,"[""Rabadon's Deathcap"", 'Lich Bane', 'Void Staff', ""Sorcerer's Shoes - Homeguard"", 'Quicksilver Sash', ""Doran's Ring""]",Rabadon's Deathcap,Lich Bane,Void Staff,Sorcerer's Shoes - Homeguard,Quicksilver Sash,Doran's Ring
18,2013-04-06,Champions 2013 Spring,SK Telecom T1 2,CJ Entus Blaze,Win,SK Telecom T1 2,CJ Entus Blaze,Blue,35:23,Karthus,Diana,12,2,9,10.5,296,,,5,Exhaust,Flash,"[""Rabadon's Deathcap"", 'Rod of Ages', ""Seraph's Embrace"", 'Void Staff', ""Sorcerer's Shoes"", 'Chain Vest']",Rabadon's Deathcap,Rod of Ages,Seraph's Embrace,Void Staff,Sorcerer's Shoes,Chain Vest
19,2013-04-06,Champions 2013 Spring,SK Telecom T1 2,CJ Entus Blaze,Win,CJ Entus Blaze,SK Telecom T1 2,Red,35:42,Nidalee,Kha'Zix,6,0,7,13.0,198,,,-92,Ignite,Flash,"[""Rabadon's Deathcap"", ""Seraph's Embrace"", 'Void Staff', ""Sorcerer's Shoes - Homeguard"", ""Doran's Ring"", 'Cloth Armor']",Rabadon's Deathcap,Seraph's Embrace,Void Staff,Sorcerer's Shoes - Homeguard,Doran's Ring,Cloth Armor
