,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
10,2016-10-15,Worlds 2016,SK Telecom T1,Royal Never Give Up,Win,Royal Never Give Up,SK Telecom T1,Red,30:43,Malzahar,Aurelion Sol,6,3,10,5.33,259,14.0,,18,Ghost,Flash,"['Needlessly Large Rod', 'Morellonomicon', ""Doran's Ring"", ""Sorcerer's Shoes"", 'Void Staff', ""Rylai's Crystal Scepter"", 'Farsight Alteration']",Needlessly Large Rod,Morellonomicon,Doran's Ring,Sorcerer's Shoes,Void Staff,Rylai's Crystal Scepter
11,2016-10-15,Worlds 2016,SK Telecom T1,Royal Never Give Up,Win,SK Telecom T1,Royal Never Give Up,Blue,30:12,Syndra,Vladimir,6,3,4,3.33,258,14.4,,53,Ghost,Flash,"['Needlessly Large Rod', ""Sorcerer's Shoes"", 'Morellonomicon', ""Rylai's Crystal Scepter"", ""Doran's Ring"", 'Void Staff', 'Farsight Alteration']",Needlessly Large Rod,Sorcerer's Shoes,Morellonomicon,Rylai's Crystal Scepter,Doran's Ring,Void Staff
12,2016-10-14,Worlds 2016,SK Telecom T1,Royal Never Give Up,Win,Royal Never Give Up,SK Telecom T1,Red,43:06,Varus,Viktor,4,0,3,7.0,411,19.0,,12,Ghost,Flash,"[""Youmuu's Ghostblade"", 'Muramana', 'The Bloodthirster', 'Maw of Malmortius', 'Ionian Boots of Lucidity', ""Lord Dominik's Regards"", 'Farsight Alteration']",Youmuu's Ghostblade,Muramana,The Bloodthirster,Maw of Malmortius,Ionian Boots of Lucidity,Lord Dominik's Regards
13,2016-10-14,Worlds 2016,SK Telecom T1,Royal Never Give Up,Loss,SK Telecom T1,Royal Never Give Up,Blue,47:00,Viktor,Vladimir,0,3,3,1.0,484,18.2,,74,Ghost,Flash,"[""Zhonya's Hourglass"", 'Void Staff', 'Perfect Hex Core', 'Ionian Boots of Lucidity', ""Rylai's Crystal Scepter"", 'Lich Bane', 'Farsight Alteration']",Zhonya's Hourglass,Void Staff,Perfect Hex Core,Ionian Boots of Lucidity,Rylai's Crystal Scepter,Lich Bane
14,2016-10-10,Worlds 2016,SK Telecom T1,Flash Wolves,Win,Flash Wolves,SK Telecom T1,Red,39:51,Lissandra,Viktor,5,5,10,3.0,384,17.4,,13,Teleport,Flash,"['Hextech Protobelt-01', ""Zhonya's Hourglass"", 'Ionian Boots of Lucidity', ""Rabadon's Deathcap"", 'Void Staff', 'Abyssal Scepter', 'Farsight Alteration']",Hextech Protobelt-01,Zhonya's Hourglass,Ionian Boots of Lucidity,Rabadon's Deathcap,Void Staff,Abyssal Scepter
15,2016-10-09,Worlds 2016,SK Telecom T1,I May,Win,SK Telecom T1,I May,Blue,45:27,Varus,Cassiopeia,3,1,9,12.0,346,17.8,,-77,Ghost,Flash,"[""Youmuu's Ghostblade"", 'Maw of Malmortius', 'Muramana', 'Ionian Boots of Lucidity', 'The Bloodthirster', ""Lord Dominik's Regards"", 'Farsight Alteration']",Youmuu's Ghostblade,Maw of Malmortius,Muramana,Ionian Boots of Lucidity,The Bloodthirster,Lord Dominik's Regards
16,2016-10-09,Worlds 2016,SK Telecom T1,Cloud9,Win,Cloud9,SK Telecom T1,Red,50:10,Viktor,Ryze,7,2,8,7.5,443,22.2,,-74,Cleanse,Flash,"['Perfect Hex Core', 'Void Staff', ""Rabadon's Deathcap"", 'Abyssal Scepter', 'Ionian Boots of Lucidity', ""Rylai's Crystal Scepter"", 'Farsight Alteration']",Perfect Hex Core,Void Staff,Rabadon's Deathcap,Abyssal Scepter,Ionian Boots of Lucidity,Rylai's Crystal Scepter
17,2016-10-03,Worlds 2016,SK Telecom T1,Flash Wolves,Loss,SK Telecom T1,Flash Wolves,Blue,41:36,Cassiopeia,Aurelion Sol,1,5,1,0.4,362,14.9,,-8,Ghost,Flash,"[""Seraph's Embrace"", 'Morellonomicon', ""Doran's Ring"", ""Rylai's Crystal Scepter"", 'Void Staff', 'Needlessly Large Rod', 'Farsight Alteration']",Seraph's Embrace,Morellonomicon,Doran's Ring,Rylai's Crystal Scepter,Void Staff,Needlessly Large Rod
18,2016-10-02,Worlds 2016,SK Telecom T1,I May,Win,I May,SK Telecom T1,Red,31:53,Cassiopeia,Ryze,4,1,4,8.0,260,14.1,,-28,Cleanse,Flash,"[""Seraph's Embrace"", ""Doran's Ring"", 'Abyssal Scepter', 'Morellonomicon', 'Amplifying Tome', 'Blasting Wand', 'Warding Totem']",Seraph's Embrace,Doran's Ring,Abyssal Scepter,Morellonomicon,Amplifying Tome,Blasting Wand
19,2016-09-30,Worlds 2016,SK Telecom T1,Cloud9,Win,SK Telecom T1,Cloud9,Blue,34:10,Syndra,Cassiopeia,5,1,4,9.0,357,16.7,,92,Ghost,Flash,"[""Rylai's Crystal Scepter"", 'Morellonomicon', ""Sorcerer's Shoes"", 'Void Staff', ""Rabadon's Deathcap"", 'Haunting Guise', 'Farsight Alteration']",Rylai's Crystal Scepter,Morellonomicon,Sorcerer's Shoes,Void Staff,Rabadon's Deathcap,Haunting Guise
